,,,*,abiotic,abiotic,abiotic,abiotic,abiotic,abiotic,abiotic,abiotic,abiotic,abiotic,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,allelopathy,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,pharmaco,toxicity,toxicity
,,,Σ,antioxidant,antioxidant,drought,drought,metal,metal,salt,salt,uv,uv,antifeedant,antifeedant,arbuscula,arbuscula,attractant,attractant,germination,germination,herbicidal,herbicidal,hppd,hppd,hyphal,hyphal,phytotoxicity,phytotoxicity,quorum sensing,quorum sensing,repulsive,repulsive,toxicant,toxicant,anti-inflammatory,anti-inflammatory,antibacterial,antibacterial,anticancer,anticancer,antidiabetic,antidiabetic,antifungal,antifungal,antimicrobial,antimicrobial,antiparasitic,antiparasitic,antiviral,antiviral,arthritis,arthritis,burns,burns,cardiovascular,cardiovascular,cytotoxicity,cytotoxicity,obesity,obesity,rheumatism,rheumatism,sedative,sedative,wound,wound,toxicity,toxicity
,,,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/
phenolic compound,acetophenone,w/,2143,1654,489,2140,3,1757,386,1908,235,2057,86,2141,2,2143,0,2134,9,2129,14,2140,3,2143,0,2143,0,2138,5,2131,12,2143,0,2141,2,1936,207,1893,250,2115,28,2110,33,1925,218,1951,192,2140,3,2087,56,2118,25,2136,7,2082,61,1868,275,2109,34,2143,0,2138,5,2119,24,1992,151
phenolic compound,anthraquinone,w/o,242970,180367,62603,241873,1097,217788,25182,229657,13313,236496,6474,242773,197,242960,10,242844,126,240513,2457,242775,195,242956,14,242933,37,241756,1214,242066,904,242911,59,242850,120,226143,16827,223232,19738,238346,4624,237112,5858,228271,14699,221258,21712,241879,1091,233936,9034,235616,7354,241778,1192,232753,10217,202948,40022,237991,4979,242898,72,240479,2491,236139,6831,217348,25622
phenolic compound,anthraquinone,w/,3987,3272,715,3985,2,3626,361,3795,192,3821,166,3984,3,3986,1,3987,0,3965,22,3983,4,3986,1,3985,2,3951,36,3974,13,3985,2,3986,1,3648,339,3430,557,3878,109,3843,144,3695,292,3591,396,3977,10,3868,119,3934,53,3976,11,3933,54,3009,978,3934,53,3987,0,3976,11,3898,89,3244,743
phenolic compound,biflavonoids,w/o,246184,183273,62911,245086,1098,220654,25530,232687,13497,239553,6631,245984,200,246173,11,246058,126,243708,2476,245985,199,246169,15,246145,39,244934,1250,245268,916,246123,61,246063,121,229107,17077,225933,20251,241458,4726,240211,5973,231210,14974,224102,22082,245083,1101,237090,9094,238782,7402,244982,1202,235941,10243,205341,40843,241176,5008,246112,72,243683,2501,239275,6909,219851,26333
phenolic compound,biflavonoids,w/,773,366,407,772,1,760,13,765,8,764,9,773,0,773,0,773,0,770,3,773,0,773,0,773,0,773,0,772,1,773,0,773,0,684,89,729,44,766,7,744,29,756,17,747,26,773,0,714,59,768,5,772,1,745,28,616,157,749,24,773,0,772,1,762,11,741,32
phenolic compound,flavonoids,w/o,204481,167344,37137,203646,835,180737,23744,191603,12878,198988,5493,204318,163,204472,9,204358,123,202523,1958,204292,189,204467,14,204445,36,203382,1099,203669,812,204422,59,204368,113,190883,13598,188234,16247,200476,4005,200494,3987,191218,13263,185776,18705,203465,1016,196333,8148,197519,6962,203358,1123,195385,9096,168984,35497,200231,4250,204417,64,202104,2377,198506,5975,181302,23179
phenolic compound,flavonoids,w/,42476,16295,26181,42212,264,40677,1799,41849,627,41329,1147,42439,37,42474,2,42473,3,41955,521,42466,10,42475,1,42473,3,42325,151,42371,105,42474,2,42468,8,38908,3568,38428,4048,41748,728,40461,2015,40748,1728,39073,3403,42391,85,41471,1005,42031,445,42396,80,41301,1175,36973,5503,41694,782,42468,8,42351,125,41531,945,39290,3186
phenolic compound,isoflavanoids,w/o,246955,183637,63318,245856,1099,221412,25543,233450,13505,240315,6640,246755,200,246944,11,246829,126,244476,2479,246756,199,246940,15,246916,39,245705,1250,246038,917,246894,61,246834,121,229789,17166,226662,20293,242222,4733,240953,6002,231964,14991,224847,22108,245854,1101,237802,9153,239548,7407,245752,1203,236684,10271,205955,41000,241923,5032,246883,72,244453,2502,240035,6920,220590,26365
phenolic compound,isoflavanoids,w/,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
phenolic compound,lignans,w/o,244498,181948,62550,243401,1097,218977,25521,231033,13465,237884,6614,244303,195,244487,11,244372,126,242040,2458,244300,198,244483,15,244460,38,243261,1237,243581,917,244438,60,244377,121,227793,16705,224311,20187,239816,4682,238547,5951,229611,14887,222460,22038,243411,1087,235494,9004,237126,7372,243297,1201,234319,10179,204253,40245,239529,4969,244426,72,242006,2492,237615,6883,218269,26229
phenolic compound,lignans,w/,2459,1691,768,2457,2,2437,22,2419,40,2433,26,2454,5,2459,0,2459,0,2438,21,2458,1,2459,0,2458,1,2446,13,2459,0,2458,1,2459,0,1998,461,2351,108,2408,51,2408,51,2355,104,2389,70,2445,14,2310,149,2424,35,2457,2,2367,92,1704,755,2396,63,2459,0,2449,10,2422,37,2323,136
phenolic compound,naphthoquinone,w/o,244116,181170,62946,243018,1098,218738,25378,230715,13401,237525,6591,243919,197,244105,11,243990,126,241654,2462,243920,196,244102,14,244077,39,242877,1239,243205,911,244055,61,243995,121,227164,16952,224127,19989,239512,4604,238142,5974,229433,14683,222215,21901,243056,1060,235076,9040,236728,7388,242922,1194,233872,10244,204253,39863,239102,5014,244044,72,241620,2496,237272,6844,218071,26045
phenolic compound,naphthoquinone,w/,2841,2469,372,2840,1,2676,165,2737,104,2792,49,2838,3,2841,0,2841,0,2824,17,2838,3,2840,1,2841,0,2830,11,2835,6,2841,0,2841,0,2627,214,2535,306,2712,129,2813,28,2533,308,2634,207,2800,41,2728,113,2822,19,2832,9,2814,27,1704,1137,2823,18,2841,0,2835,6,2765,76,2521,320
phenolic compound,phenol,w/o,192463,157360,35103,191600,863,174810,17653,180970,11493,188457,4006,192278,185,192453,10,192354,109,190774,1689,192281,182,192448,15,192428,35,191634,829,191685,778,192424,39,192413,50,177573,14890,176084,16379,188415,4048,187793,4670,179531,12932,174052,18411,191437,1026,183884,8579,185285,7178,191472,991,183007,9456,156618,35845,188117,4346,192395,68,190050,2413,186389,6074,172814,19649
phenolic compound,phenol,w/,54494,26279,28215,54258,236,46604,7890,52482,2012,51860,2634,54479,15,54493,1,54477,17,53704,790,54477,17,54494,0,54490,4,54073,421,54355,139,54472,22,54423,71,52218,2276,50578,3916,53809,685,53162,1332,52435,2059,50797,3697,54419,75,53920,574,54265,229,54282,212,53679,815,49339,5155,53808,686,54490,4,54405,89,53648,846,47778,6716
phenolic compound,phenolic acid,w/o,244515,183050,61465,243436,1079,219066,25449,231046,13469,237962,6553,244318,197,244504,11,244389,126,242140,2375,244317,198,244500,15,244476,39,243295,1220,243603,912,244454,61,244395,120,227481,17034,224345,20170,239804,4711,238572,5943,229604,14911,222558,21957,243415,1100,235382,9133,237114,7401,243314,1201,234284,10231,203648,40867,239505,5010,244443,72,242015,2500,237617,6898,218223,26292
phenolic compound,phenolic acid,w/,2442,589,1853,2422,20,2348,94,2406,36,2355,87,2439,3,2442,0,2442,0,2338,104,2441,1,2442,0,2442,0,2412,30,2437,5,2442,0,2441,1,2310,132,2317,125,2420,22,2383,59,2362,80,2291,151,2441,1,2422,20,2436,6,2440,2,2402,40,2309,133,2420,22,2442,0,2440,2,2420,22,2369,73
phenolic compound,phenylpropanoid,w/o,246101,183147,62954,245050,1051,220577,25524,232625,13476,239490,6611,245903,198,246090,11,245983,118,243653,2448,245903,198,246086,15,246062,39,244862,1239,245187,914,246040,61,245980,121,229022,17079,225871,20230,241372,4729,240117,5984,231160,14941,224057,22044,245004,1097,236981,9120,238700,7401,244899,1202,235841,10260,205239,40862,241070,5031,246029,72,243601,2500,239222,6879,219778,26323
phenolic compound,phenylpropanoid,w/,856,492,364,808,48,837,19,827,29,827,29,854,2,856,0,848,8,825,31,855,1,856,0,856,0,845,11,853,3,856,0,856,0,769,87,791,65,852,4,838,18,806,50,792,64,852,4,823,33,850,6,855,1,845,11,718,138,855,1,856,0,854,2,815,41,814,42
phenolic compound,stilbene,w/o,241711,180882,60829,240617,1094,216372,25339,228333,13378,235235,6476,241514,197,241700,11,241585,126,239256,2455,241512,199,241696,15,241673,38,240468,1243,240806,905,241651,60,241590,121,225259,16452,221569,20142,237091,4620,235831,5880,226871,14840,219729,21982,240620,1091,232678,9033,234357,7354,240520,1191,231708,10003,201808,39903,236918,4793,241639,72,239211,2500,234884,6827,215630,26081
phenolic compound,stilbene,w/,5246,2757,2489,5241,5,5042,204,5119,127,5082,164,5243,3,5246,0,5246,0,5222,24,5246,0,5246,0,5245,1,5239,7,5234,12,5245,1,5246,0,4532,714,5093,153,5133,113,5124,122,5095,151,5120,126,5236,10,5126,120,5193,53,5234,12,4978,268,4149,1097,5007,239,5246,0,5244,2,5153,93,4962,284
phenolic compound,tannin,w/o,235636,177685,57951,234587,1049,211027,24609,222325,13311,229218,6418,235444,192,235625,11,235510,126,233321,2315,235437,199,235621,15,235597,39,234430,1206,234747,889,235577,59,235520,116,219175,16461,217534,18102,231058,4578,230407,5229,221466,14170,215154,20482,234586,1050,226784,8852,228347,7289,234511,1125,225522,10114,195894,39742,230743,4893,235565,71,233179,2457,229145,6491,210850,24786
phenolic compound,tannin,w/,11321,5954,5367,11271,50,10387,934,11127,194,11099,222,11313,8,11321,0,11321,0,11157,164,11321,0,11321,0,11321,0,11277,44,11293,28,11319,2,11316,5,10616,705,9128,2193,11166,155,10548,773,10500,821,9695,1626,11270,51,11020,301,11203,118,11243,78,11164,157,10063,1258,11182,139,11320,1,11276,45,10892,429,9742,1579
phenolic compound,xanthone,w/o,245120,182291,62829,244021,1099,219616,25504,231636,13484,238505,6615,244920,200,245109,11,244994,126,242648,2472,244922,198,245105,15,245081,39,243872,1248,244211,909,245059,61,245000,120,228110,17010,225068,20052,240454,4666,239204,5916,230271,14849,223160,21960,244022,1098,236045,9075,237741,7379,243920,1200,234883,10237,204791,40329,240119,5001,245048,72,242620,2500,238246,6874,218900,26220
phenolic compound,xanthone,w/,1837,1348,489,1837,0,1798,39,1816,21,1812,25,1837,0,1837,0,1837,0,1830,7,1836,1,1837,0,1837,0,1835,2,1829,8,1837,0,1836,1,1681,156,1594,243,1770,67,1751,86,1695,142,1689,148,1834,3,1759,78,1809,28,1834,3,1803,34,1166,671,1806,31,1837,0,1835,2,1791,46,1692,145
polyketide,acetogenin,w/o,246640,183342,63298,245542,1098,221102,25538,233139,13501,240001,6639,246440,200,246629,11,246514,126,244164,2476,246442,198,246625,15,246601,39,245392,1248,245724,916,246579,61,246519,121,229481,17159,226368,20272,241914,4726,240640,6000,231662,14978,224541,22099,245544,1096,237493,9147,239233,7407,245437,1203,236371,10269,205869,40771,241609,5031,246568,72,244138,2502,239722,6918,220309,26331
polyketide,acetogenin,w/,317,297,20,316,1,312,5,313,4,316,1,317,0,317,0,317,0,314,3,316,1,317,0,317,0,315,2,316,1,317,0,317,0,310,7,294,23,310,7,315,2,304,13,308,9,312,5,311,6,317,0,317,0,315,2,88,229,316,1,317,0,317,0,315,2,283,34
polyketide,ansamycin,w/o,246838,183524,63314,245739,1099,221296,25542,233336,13502,240198,6640,246638,200,246827,11,246712,126,244359,2479,246639,199,246823,15,246799,39,245588,1250,245921,917,246777,61,246717,121,229675,17163,226564,20274,242108,4730,240837,6001,231857,14981,224754,22084,245737,1101,237695,9143,239433,7405,245636,1202,236568,10270,205878,40960,241806,5032,246766,72,244336,2502,239920,6918,220490,26348
polyketide,ansamycin,w/,119,115,4,119,0,118,1,116,3,119,0,119,0,119,0,119,0,119,0,119,0,119,0,119,0,119,0,119,0,119,0,119,0,116,3,98,21,116,3,118,1,109,10,95,24,119,0,109,10,117,2,118,1,118,1,79,40,119,0,119,0,119,0,117,2,102,17
polyketide,macrolide,w/o,239992,176746,63246,238896,1096,214605,25387,226564,13428,233383,6609,239792,200,239981,11,239876,116,237533,2459,239795,197,239977,15,239953,39,238755,1237,239127,865,239932,60,239871,121,223088,16904,220878,19114,235328,4664,234093,5899,226092,13900,220215,19777,239051,941,231048,8944,232800,7192,238829,1163,230059,9933,199776,40216,235075,4917,239920,72,237542,2450,233319,6673,214311,25681
polyketide,macrolide,w/,6965,6893,72,6962,3,6809,156,6888,77,6934,31,6965,0,6965,0,6955,10,6945,20,6963,2,6965,0,6965,0,6952,13,6913,52,6964,1,6965,0,6703,262,5784,1181,6896,69,6862,103,5874,1091,4634,2331,6805,160,6756,209,6750,215,6925,40,6627,338,6181,784,6850,115,6965,0,6913,52,6718,247,6281,684
polyketide,polyene,w/o,245519,182275,63244,244421,1098,220071,25448,232062,13457,238920,6599,245319,200,245508,11,245397,122,243050,2469,245321,198,245504,15,245480,39,244273,1246,244607,912,245460,59,245400,119,228376,17143,225286,20233,240792,4727,239518,6001,231441,14078,223504,22015,244422,1097,236392,9127,238126,7393,244324,1195,235266,10253,204644,40875,240495,5024,245447,72,243018,2501,238614,6905,219302,26217
polyketide,polyene,w/,1438,1364,74,1437,1,1343,95,1390,48,1397,41,1438,0,1438,0,1434,4,1428,10,1437,1,1438,0,1438,0,1434,4,1433,5,1436,2,1436,2,1415,23,1376,62,1432,6,1437,1,525,913,1345,93,1434,4,1412,26,1424,14,1430,8,1420,18,1313,125,1430,8,1438,0,1437,1,1423,15,1290,148
polyketide,polyether,w/o,245996,182703,63293,244898,1098,220850,25146,232654,13342,239419,6577,245796,200,245985,11,245870,126,243520,2476,245797,199,245981,15,245957,39,244747,1249,245079,917,245937,59,245876,120,228841,17155,225794,20202,241276,4720,239994,6002,231020,14976,223927,22069,244902,1094,236850,9146,238591,7405,244799,1197,235745,10251,205134,40862,240967,5029,245924,72,243495,2501,239116,6880,219695,26301
polyketide,polyether,w/,961,936,25,960,1,564,397,798,163,898,63,961,0,961,0,961,0,958,3,961,0,961,0,961,0,960,1,961,0,959,2,960,1,950,11,868,93,948,13,961,0,946,15,922,39,954,7,954,7,959,2,955,6,941,20,823,138,958,3,961,0,960,1,921,40,897,64
polyketide,tetracycline,w/o,229159,166321,62838,228074,1085,205020,24139,216405,12754,222731,6428,228959,200,229148,11,229033,126,226750,2409,228961,198,229144,15,229122,37,227961,1198,228433,726,229099,60,229038,121,212423,16736,212183,16976,224468,4691,223422,5737,215380,13779,213985,15174,228134,1025,220183,8976,222682,6477,228327,832,219294,9865,189012,40147,224313,4846,229090,69,226784,2375,224093,5066,204713,24446
polyketide,tetracycline,w/,17798,17318,480,17784,14,16394,1404,17047,751,17586,212,17798,0,17798,0,17798,0,17728,70,17797,1,17798,0,17796,2,17746,52,17607,191,17797,1,17798,0,17368,430,14479,3319,17756,42,17533,265,16586,1212,10864,6934,17722,76,17621,177,16868,930,17427,371,17392,406,16945,853,17612,186,17795,3,17671,127,15944,1854,15879,1919
terpenoid/terpene,diterpene,w/o,243509,180623,62886,242415,1094,218000,25509,230054,13455,236898,6611,243335,174,243498,11,243386,123,241069,2440,243315,194,243494,15,243470,39,242292,1217,242605,904,243448,61,243389,120,226903,16606,223610,19899,238850,4659,237579,5930,228748,14761,221675,21834,242419,1090,234568,8941,236174,7335,242311,1198,233294,10215,203893,39616,238515,4994,243438,71,241015,2494,236657,6852,217454,26055
terpenoid/terpene,diterpene,w/,3448,3016,432,3443,5,3414,34,3398,50,3419,29,3422,26,3448,0,3445,3,3409,39,3443,5,3448,0,3448,0,3415,33,3435,13,3448,0,3447,1,2888,560,3052,396,3374,74,3376,72,3218,230,3174,274,3437,11,3236,212,3376,72,3443,5,3392,56,2064,1384,3410,38,3447,1,3440,8,3380,68,3138,310
terpenoid/terpene,hemiterpene,w/o,246795,183506,63289,245720,1075,221281,25514,233294,13501,240161,6634,246595,200,246784,11,246669,126,244318,2477,246596,199,246781,14,246756,39,245547,1248,245878,917,246734,61,246674,121,229634,17161,226508,20287,242063,4732,240794,6001,231807,14988,224691,22104,245696,1099,237646,9149,239392,7403,245592,1203,236525,10270,205826,40969,241766,5029,246723,72,244293,2502,239876,6919,220448,26347
terpenoid/terpene,hemiterpene,w/,162,133,29,138,24,133,29,158,4,156,6,162,0,162,0,162,0,160,2,162,0,161,1,162,0,160,2,162,0,162,0,162,0,157,5,154,8,161,1,161,1,159,3,158,4,160,2,158,4,158,4,162,0,161,1,131,31,159,3,162,0,162,0,161,1,144,18
terpenoid/terpene,monoterpene,w/o,246215,183090,63125,245166,1049,220687,25528,232722,13493,239584,6631,246021,194,246205,10,246102,113,243767,2448,246021,194,246200,15,246176,39,244996,1219,245302,913,246154,61,246094,121,229106,17109,226028,20187,241496,4719,240221,5994,231313,14902,224232,21983,245119,1096,237078,9137,238812,7403,245013,1202,235949,10266,205346,40869,241187,5028,246144,71,243716,2499,239307,6908,219963,26252
terpenoid/terpene,monoterpene,w/,742,549,193,692,50,727,15,730,12,733,9,736,6,741,1,729,13,711,31,737,5,742,0,742,0,711,31,738,4,742,0,742,0,685,57,634,108,728,14,734,8,653,89,617,125,737,5,726,16,738,4,741,1,737,5,611,131,738,4,741,1,739,3,730,12,629,113
terpenoid/terpene,norisoprenoid,w/o,246880,183580,63300,245782,1098,221341,25539,233377,13503,240245,6635,246680,200,246869,11,246757,123,244402,2478,246681,199,246865,15,246841,39,245632,1248,245963,917,246819,61,246759,121,229728,17152,226592,20288,242148,4732,240879,6001,231894,14986,224776,22104,245779,1101,237729,9151,239473,7407,245677,1203,236609,10271,205902,40978,241848,5032,246808,72,244379,2501,239960,6920,220517,26363
terpenoid/terpene,norisoprenoid,w/,77,59,18,76,1,73,4,75,2,72,5,77,0,77,0,74,3,76,1,77,0,77,0,77,0,75,2,77,0,77,0,77,0,63,14,70,7,76,1,76,1,72,5,73,4,77,0,75,2,77,0,77,0,77,0,55,22,77,0,77,0,76,1,77,0,75,2
terpenoid/terpene,polyterpene,w/o,246954,183636,63318,245855,1099,221411,25543,233449,13505,240314,6640,246754,200,246943,11,246828,126,244475,2479,246755,199,246939,15,246915,39,245704,1250,246037,917,246893,61,246833,121,229788,17166,226659,20295,242221,4733,240952,6002,231963,14991,224847,22107,245853,1101,237801,9153,239547,7407,245751,1203,236683,10271,205954,41000,241922,5032,246882,72,244452,2502,240034,6920,220591,26363
terpenoid/terpene,polyterpene,w/,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,2
terpenoid/terpene,sesquiterpene,w/o,241463,179021,62442,240382,1081,215993,25470,228017,13446,234862,6601,241323,140,241457,6,241368,95,239115,2348,241285,178,241448,15,241429,34,240318,1145,240568,895,241402,61,241342,121,225057,16406,221980,19483,236845,4618,235562,5901,227168,14295,220080,21383,240408,1055,232548,8915,234113,7350,240270,1193,231232,10231,202526,38937,236481,4982,241391,72,238991,2472,234671,6792,215443,26020
terpenoid/terpene,sesquiterpene,w/,5494,4618,876,5476,18,5421,73,5435,59,5455,39,5434,60,5489,5,5463,31,5363,131,5473,21,5494,0,5489,5,5389,105,5472,22,5494,0,5494,0,4734,760,4682,812,5379,115,5393,101,4798,696,4769,725,5448,46,5256,238,5437,57,5484,10,5454,40,3431,2063,5444,50,5494,0,5464,30,5366,128,5149,345
terpenoid/terpene,sesterterpene,w/o,246765,183454,63311,245666,1099,221222,25543,233263,13502,240125,6640,246567,198,246754,11,246639,126,244287,2478,246566,199,246750,15,246726,39,245515,1250,245848,917,246704,61,246644,121,229628,17137,226501,20264,242039,4726,240763,6002,231792,14973,224677,22088,245664,1101,237616,9149,239359,7406,245562,1203,236494,10271,205878,40887,241734,5031,246693,72,244264,2501,239847,6918,220412,26353
terpenoid/terpene,sesterterpene,w/,192,185,7,192,0,192,0,189,3,192,0,190,2,192,0,192,0,191,1,192,0,192,0,192,0,192,0,192,0,192,0,192,0,163,29,161,31,185,7,192,0,174,18,172,20,192,0,188,4,191,1,192,0,192,0,79,113,191,1,192,0,191,1,190,2,180,12
terpenoid/terpene,tetraterpene/carotenoid/xanthophyll,w/o,236250,180613,55637,235503,747,211304,24946,223265,12985,230006,6244,236050,200,236239,11,236127,123,234083,2167,236061,189,236239,11,236215,35,235231,1019,235352,898,236189,61,236131,119,219434,16816,216145,20105,231568,4682,230378,5872,221361,14889,214352,21898,235154,1096,227157,9093,228896,7354,235061,1189,226485,9765,195728,40522,231651,4599,236179,71,233751,2499,229428,6822,210723,25527
terpenoid/terpene,tetraterpene/carotenoid/xanthophyll,w/,10707,3026,7681,10355,352,10110,597,10187,520,10311,396,10707,0,10707,0,10704,3,10395,312,10697,10,10703,4,10703,4,10476,231,10688,19,10707,0,10705,2,10357,350,10517,190,10656,51,10577,130,10605,102,10497,210,10702,5,10647,60,10654,53,10693,14,10201,506,10229,478,10274,433,10706,1,10704,3,10609,98,9869,838
terpenoid/terpene,triterpene,w/o,241272,179131,62141,240176,1096,215781,25491,227827,13445,234678,6594,241104,168,241261,11,241146,126,238825,2447,241075,197,241257,15,241239,33,240038,1234,240369,903,241212,60,241152,120,225078,16194,221474,19798,236684,4588,235595,5677,226623,14649,219529,21743,240201,1071,232425,8847,234004,7268,240092,1180,231084,10188,202413,38859,236371,4901,241202,70,238792,2480,234558,6714,215333,25939
terpenoid/terpene,triterpene,w/,5685,4508,1177,5682,3,5633,52,5625,60,5639,46,5653,32,5685,0,5685,0,5653,32,5683,2,5685,0,5679,6,5669,16,5671,14,5684,1,5684,1,4713,972,5188,497,5540,145,5360,325,5343,342,5320,365,5655,30,5379,306,5546,139,5662,23,5602,83,3544,2141,5554,131,5683,2,5663,22,5479,206,5259,426
