,,,*,cs,cs,cs,cs
,,,Σ,databases,databases,web,web
,,,w/,w/o,w/,w/o,w/
*,Σ,w/,3436,,2325,,1237
humanities,linguistics,w/o,,,,,
humanities,linguistics,w/,3146,,2161,,1098
humanities,sociology,w/o,,,,,
humanities,sociology,w/,294,,166,,141
