,,,*,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,polyketide,polyketide,polyketide,polyketide,polyketide,polyketide,polyketide,polyketide,polyketide,polyketide,polyketide,polyketide,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene
,,,Σ,acridine,acridine,benzylamine,benzylamine,colchicine,colchicine,cyclopeptide,cyclopeptide,imidazole,imidazole,indole,indole,indolizidine,indolizidine,isoquinoline,isoquinoline,isoxazole,isoxazole,muscarine,muscarine,oxazole,oxazole,phenylethylamine,phenylethylamine,piperidine,piperidine,purine,purine,putrescine,putrescine,pyridine,pyridine,pyrrolidine,pyrrolidine,pyrrolizidine,pyrrolizidine,quinazoline,quinazoline,quinoline,quinoline,quinolizidine,quinolizidine,spermidine,spermidine,spermine,spermine,thiazole,thiazole,tropane,tropane,acetophenone,acetophenone,anthraquinone,anthraquinone,biflavonoids,biflavonoids,flavonoids,flavonoids,isoflavanoids,isoflavanoids,lignans,lignans,naphthoquinone,naphthoquinone,phenol,phenol,phenolic acid,phenolic acid,phenylpropanoid,phenylpropanoid,stilbene,stilbene,tannin,tannin,xanthone,xanthone,acetogenin,acetogenin,ansamycin,ansamycin,macrolide,macrolide,polyene,polyene,polyether,polyether,tetracycline,tetracycline,diterpene,diterpene,hemiterpene,hemiterpene,monoterpene,monoterpene,norisoprenoid,norisoprenoid,polyterpene,polyterpene,sesquiterpene,sesquiterpene,sesterterpene,sesterterpene,tetraterpene/carotenoid/xanthophyll,tetraterpene/carotenoid/xanthophyll,triterpene,triterpene
,,,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/,w/o,w/
alkaloid,putrescine,w/o,249018,246270,2748,248165,853,243109,5909,246293,2725,232208,16810,235293,13725,248945,73,246941,2077,246498,2520,248939,79,247100,1918,248950,68,242367,6651,244070,4948,249018,0,229483,19535,245720,3298,248314,704,246225,2793,235717,13301,248866,152,248212,806,248096,922,236961,12057,248748,270,246857,2161,244981,4037,248236,782,205787,43231,249016,2,246529,2489,246155,2863,193810,55208,246541,2477,248141,877,243757,5261,237495,11523,247162,1856,248700,318,248898,120,241961,7057,247571,1447,248038,980,230921,18097,245552,3466,248852,166,248240,778,248940,78,249015,3,243442,5576,248825,193,238191,10827,243220,5798
alkaloid,putrescine,w/,1064,1062,2,1057,7,1063,1,1063,1,1055,9,1060,4,1064,0,1063,1,1064,0,1064,0,1064,0,1063,1,1063,1,1056,8,0,1064,1052,12,1063,1,1062,2,1063,1,1060,4,1064,0,573,491,648,416,1056,8,1062,2,1063,1,1064,0,1062,2,1044,20,1064,0,1064,0,1061,3,1034,30,1062,2,1064,0,1062,2,1062,2,1064,0,1064,0,1064,0,1063,1,1064,0,1063,1,1058,6,1063,1,1064,0,1063,1,1064,0,1064,0,1064,0,1064,0,1047,17,1061,3
alkaloid,pyridine,w/o,230535,227842,2693,229716,819,224675,5860,227827,2708,215265,15270,217308,13227,230466,69,228569,1966,228117,2418,230456,79,228703,1832,230468,67,224258,6277,225703,4832,229483,1052,230535,0,227346,3189,229831,704,227833,2702,217700,12835,230388,147,229242,1293,229203,1332,219036,11499,230270,265,228448,2087,226509,4026,229753,782,187470,43065,230533,2,228051,2484,227698,2837,175689,54846,228059,2476,229658,877,225307,5228,219030,11505,228685,1850,230217,318,230416,119,223496,7039,229098,1437,229561,974,212488,18047,227082,3453,230369,166,229758,777,230457,78,230532,3,224992,5543,230342,193,219705,10830,224753,5782
alkaloid,pyridine,w/,19547,19490,57,19506,41,19497,50,19529,18,17998,1549,19045,502,19543,4,19435,112,19445,102,19547,0,19461,86,19545,2,19172,375,19423,124,19535,12,0,19547,19437,110,19545,2,19455,92,19077,470,19542,5,19543,4,19541,6,18981,566,19540,7,19472,75,19536,11,19545,2,19361,186,19547,0,19542,5,19518,29,19155,392,19544,3,19547,0,19512,35,19527,20,19541,6,19547,0,19546,1,19528,19,19537,10,19540,7,19491,56,19533,14,19547,0,19545,2,19547,0,19547,0,19514,33,19547,0,19533,14,19528,19
alkaloid,pyrrolidine,w/o,246783,244040,2743,245934,849,240881,5902,244065,2718,230172,16611,233166,13617,246716,67,244731,2052,244276,2507,246704,79,244878,1905,246715,68,240362,6421,241846,4937,245720,1063,227346,19437,246783,0,246092,691,244008,2775,233531,13252,246634,149,245487,1296,245450,1333,234789,11994,246513,270,244629,2154,242756,4027,245999,784,203575,43208,246781,2,244297,2486,243926,2857,191591,55192,244304,2479,245907,876,241533,5250,235264,11519,244932,1851,246465,318,246664,119,239727,7056,245338,1445,245802,981,228694,18089,243322,3461,246618,165,246006,777,246705,78,246780,3,241214,5569,246592,191,235941,10842,240989,5794
alkaloid,pyrrolidine,w/,3299,3292,7,3288,11,3291,8,3291,8,3091,208,3187,112,3293,6,3273,26,3286,13,3299,0,3286,13,3298,1,3068,231,3280,19,3298,1,3189,110,0,3299,3284,15,3280,19,3246,53,3296,3,3298,1,3294,5,3228,71,3297,2,3291,8,3289,10,3299,0,3256,43,3299,0,3296,3,3290,9,3253,46,3299,0,3298,1,3286,13,3293,6,3294,5,3299,0,3298,1,3297,2,3297,2,3299,0,3285,14,3293,6,3298,1,3297,2,3299,0,3299,0,3292,7,3297,2,3297,2,3292,7
alkaloid,pyrrolizidine,w/o,249376,246626,2750,248516,860,243474,5902,246650,2726,232562,16814,235658,13718,249307,69,247300,2076,246856,2520,249297,79,247459,1917,249307,69,242732,6644,244424,4952,248314,1062,229831,19545,246092,3284,249376,0,246583,2793,236078,13298,249229,147,248081,1295,248040,1336,237315,12061,249107,269,247215,2161,245343,4033,248592,784,206147,43229,249374,2,246887,2489,246513,2863,194147,55229,246898,2478,248500,876,244113,5263,237856,11520,247520,1856,249058,318,249256,120,242318,7058,247929,1447,248395,981,231281,18095,245912,3464,249211,165,248598,778,249298,78,249373,3,243814,5562,249184,192,238534,10842,243578,5798
alkaloid,pyrrolizidine,w/,706,706,0,706,0,698,8,706,0,701,5,695,11,702,4,704,2,706,0,706,0,705,1,706,0,698,8,702,4,704,2,704,2,691,15,0,706,705,1,699,7,701,5,704,2,704,2,702,4,703,3,705,1,702,4,706,0,684,22,706,0,706,0,703,3,697,9,705,1,705,1,706,0,701,5,706,0,706,0,706,0,706,0,706,0,706,0,698,8,703,3,705,1,705,1,706,0,706,0,692,14,705,1,704,2,703,3
alkaloid,quinazoline,w/o,247288,244554,2734,246437,851,241389,5899,244564,2724,230524,16764,233686,13602,247215,73,245237,2051,244783,2505,247209,79,245382,1906,247219,69,240718,6570,242394,4894,246225,1063,227833,19455,244008,3280,246583,705,247288,0,234084,13204,247139,149,245991,1297,245950,1338,235282,12006,247017,271,245129,2159,243256,4032,246504,784,204055,43233,247286,2,244801,2487,244431,2857,192099,55189,244811,2477,246412,876,242031,5257,235768,11520,245434,1854,246970,318,247168,120,240234,7054,245842,1446,246307,981,229207,18081,243824,3464,247122,166,246509,779,247211,77,247285,3,241715,5573,247095,193,236445,10843,241493,5795
alkaloid,quinazoline,w/,2794,2778,16,2785,9,2783,11,2792,2,2739,55,2667,127,2794,0,2767,27,2779,15,2794,0,2782,12,2794,0,2712,82,2732,62,2793,1,2702,92,2775,19,2793,1,0,2794,2693,101,2791,3,2794,0,2794,0,2735,59,2793,1,2791,3,2789,5,2794,0,2776,18,2794,0,2792,2,2785,9,2745,49,2792,2,2793,1,2788,6,2789,5,2792,2,2794,0,2794,0,2790,4,2793,1,2794,0,2772,22,2791,3,2794,0,2794,0,2793,1,2794,0,2791,3,2794,0,2793,1,2788,6
alkaloid,quinoline,w/o,236777,234131,2646,235926,851,230922,5855,234057,2720,220310,16467,223449,13328,236706,71,234888,1889,234286,2491,236698,79,234904,1873,236708,69,230243,6534,231852,4925,235717,1060,217700,19077,233531,3246,236078,699,234084,2693,236777,0,236632,145,235482,1295,235441,1336,224927,11850,236509,268,234655,2122,232762,4015,235993,784,193583,43194,236775,2,234298,2479,233938,2839,181704,55073,234299,2478,235902,875,231534,5243,225262,11515,234931,1846,236459,318,236664,113,230989,5788,235340,1437,235801,976,219950,16827,233315,3462,236614,163,235999,778,236699,78,236774,3,231218,5559,236585,192,225941,10836,230983,5794
alkaloid,quinoline,w/,13305,13201,104,13296,9,13250,55,13299,6,12953,352,12904,401,13303,2,13116,189,13276,29,13305,0,13260,45,13305,0,13187,118,13274,31,13301,4,12835,470,13252,53,13298,7,13204,101,0,13305,13298,7,13303,2,13303,2,13090,215,13301,4,13265,40,13283,22,13305,0,13248,57,13305,0,13295,10,13278,27,13140,165,13304,1,13303,2,13285,20,13295,10,13295,10,13305,0,13298,7,12035,1270,13295,10,13300,5,12029,1276,13300,5,13302,3,13304,1,13305,0,13305,0,13288,17,13304,1,13297,8,13298,7
alkaloid,quinolizidine,w/o,249930,247181,2749,249071,859,244020,5910,247205,2725,233114,16816,236216,13714,249866,64,247860,2070,247410,2520,249851,79,248012,1918,249861,69,243293,6637,244977,4953,248866,1064,230388,19542,246634,3296,249229,701,247139,2791,236632,13298,249930,0,248633,1297,248592,1338,237866,12064,249661,269,247768,2162,245894,4036,249146,784,206684,43246,249928,2,247441,2489,247064,2866,194697,55233,247451,2479,249054,876,244669,5261,238407,11523,248074,1856,249612,318,249810,120,242872,7058,248483,1447,248949,981,231829,18101,246464,3466,249765,165,249153,777,249852,78,249927,3,244355,5575,249738,192,239087,10843,244132,5798
alkaloid,quinolizidine,w/,152,151,1,151,1,152,0,151,1,149,3,137,15,143,9,144,8,152,0,152,0,152,0,152,0,137,15,149,3,152,0,147,5,149,3,147,5,149,3,145,7,0,152,152,0,152,0,151,1,149,3,152,0,151,1,152,0,147,5,152,0,152,0,152,0,147,5,152,0,151,1,150,2,150,2,152,0,152,0,152,0,152,0,152,0,152,0,150,2,151,1,151,1,150,2,152,0,152,0,151,1,151,1,151,1,149,3
alkaloid,spermidine,w/o,248785,246042,2743,247933,852,242876,5909,246059,2726,231974,16811,235065,13720,248712,73,246707,2078,246265,2520,248706,79,246868,1917,248717,68,242137,6648,243838,4947,248212,573,229242,19543,245487,3298,248081,704,245991,2794,235482,13303,248633,152,248785,0,248075,710,236726,12059,248513,272,246623,2162,244749,4036,248001,784,205559,43226,248783,2,246296,2489,245926,2859,193576,55209,246310,2475,247909,876,243525,5260,237264,11521,246929,1856,248467,318,248665,120,241731,7054,247339,1446,247804,981,230693,18092,245319,3466,248619,166,248006,779,248707,78,248782,3,243210,5575,248592,193,237957,10828,242987,5798
alkaloid,spermidine,w/,1297,1290,7,1289,8,1296,1,1297,0,1289,8,1288,9,1297,0,1297,0,1297,0,1297,0,1296,1,1296,1,1293,4,1288,9,806,491,1293,4,1296,1,1295,2,1297,0,1295,2,1297,0,0,1297,669,628,1291,6,1297,0,1297,0,1296,1,1297,0,1272,25,1297,0,1297,0,1290,7,1268,29,1293,4,1296,1,1294,3,1293,4,1297,0,1297,0,1297,0,1293,4,1296,1,1297,0,1286,11,1296,1,1297,0,1297,0,1297,0,1297,0,1296,1,1297,0,1281,16,1294,3
alkaloid,spermine,w/o,248744,246001,2743,247892,852,242834,5910,246018,2726,231940,16804,235023,13721,248671,73,246666,2078,246224,2520,248665,79,246826,1918,248676,68,242097,6647,243797,4947,248096,648,229203,19541,245450,3294,248040,704,245950,2794,235441,13303,248592,152,248075,669,248744,0,236686,12058,248472,272,246582,2162,244708,4036,247960,784,205506,43238,248742,2,246255,2489,245881,2863,193523,55221,246265,2479,247867,877,243483,5261,237223,11521,246889,1855,248426,318,248624,120,241686,7058,247297,1447,247763,981,230649,18095,245277,3467,248578,166,247965,779,248666,78,248741,3,243168,5576,248551,193,237915,10829,242946,5798
alkaloid,spermine,w/,1338,1331,7,1330,8,1338,0,1338,0,1323,15,1330,8,1338,0,1338,0,1338,0,1338,0,1338,0,1337,1,1333,5,1329,9,922,416,1332,6,1333,5,1336,2,1338,0,1336,2,1338,0,710,628,0,1338,1331,7,1338,0,1338,0,1337,1,1338,0,1325,13,1338,0,1338,0,1335,3,1321,17,1338,0,1338,0,1336,2,1334,4,1337,1,1338,0,1338,0,1338,0,1338,0,1338,0,1330,8,1338,0,1338,0,1338,0,1338,0,1338,0,1338,0,1338,0,1323,15,1335,3
alkaloid,thiazole,w/o,238017,235312,2705,237167,850,232161,5856,235328,2689,221662,16355,224601,13416,237945,72,235974,2043,235570,2447,237938,79,236300,1717,237948,69,231490,6527,233101,4916,236961,1056,219036,18981,234789,3228,237315,702,235282,2735,224927,13090,237866,151,236726,1291,236686,1331,238017,0,237747,270,235895,2122,234017,4000,237234,783,194903,43114,238015,2,235543,2474,235176,2841,183052,54965,235540,2477,237141,876,232793,5224,226509,11508,236163,1854,237701,316,237899,118,231005,7012,236584,1433,237037,980,219949,18068,234569,3448,237851,166,237239,778,237939,78,238014,3,232480,5537,237824,193,227192,10825,232236,5781
alkaloid,thiazole,w/,12065,12020,45,12055,10,12011,54,12028,37,11601,464,11752,313,12064,1,12030,35,11992,73,12065,0,11864,201,12065,0,11940,125,12025,40,12057,8,11499,566,11994,71,12061,4,12006,59,11850,215,12064,1,12059,6,12058,7,0,12065,12063,2,12025,40,12028,37,12064,1,11928,137,12065,0,12050,15,12040,25,11792,273,12063,2,12064,1,12026,39,12048,17,12063,2,12063,2,12063,2,12019,46,12051,14,12064,1,12030,35,12046,19,12065,0,12064,1,12065,0,12065,0,12026,39,12065,0,12046,19,12045,20
alkaloid,tropane,w/o,249810,247062,2748,248950,860,243900,5910,247085,2725,232994,16816,236096,13714,249738,72,247737,2073,247290,2520,249731,79,247892,1918,249741,69,243173,6637,244857,4953,248748,1062,230270,19540,246513,3297,249107,703,247017,2793,236509,13301,249661,149,248513,1297,248472,1338,237747,12063,249810,0,247648,2162,245775,4035,249026,784,206566,43244,249808,2,247321,2489,246945,2865,194578,55232,247332,2478,248934,876,244547,5263,238292,11518,247955,1855,249492,318,249690,120,242752,7058,248363,1447,248829,981,231709,18101,246344,3466,249645,165,249033,777,249733,77,249807,3,244235,5575,249618,192,238971,10839,244013,5797
alkaloid,tropane,w/,272,270,2,272,0,272,0,271,1,269,3,257,15,271,1,267,5,272,0,272,0,272,0,272,0,257,15,269,3,270,2,265,7,270,2,269,3,271,1,268,4,269,3,272,0,272,0,270,2,0,272,272,0,270,2,272,0,265,7,272,0,272,0,271,1,266,6,271,1,271,1,272,0,265,7,271,1,272,0,272,0,272,0,272,0,272,0,270,2,271,1,271,1,270,2,271,1,272,0,271,1,271,1,267,5,268,4
phenolic compound,acetophenone,w/o,247920,245177,2743,247072,848,242015,5905,245194,2726,231151,16769,234232,13688,247847,73,245851,2069,245413,2507,247841,79,246014,1906,247851,69,241288,6632,242970,4950,246857,1063,228448,19472,244629,3291,247215,705,245129,2791,234655,13265,247768,152,246623,1297,246582,1338,235895,12025,247648,272,247920,0,243890,4030,247136,784,204725,43195,247918,2,245435,2485,245058,2862,192807,55113,245442,2478,247045,875,242665,5255,236407,11513,246066,1854,247602,318,247800,120,240863,7057,246474,1446,246939,981,229824,18096,244456,3464,247754,166,247144,776,247843,77,247917,3,242359,5561,247727,193,237081,10839,242119,5801
phenolic compound,acetophenone,w/,2162,2155,7,2150,12,2157,5,2162,0,2112,50,2121,41,2162,0,2153,9,2149,13,2162,0,2150,12,2162,0,2142,20,2156,6,2161,1,2087,75,2154,8,2161,1,2159,3,2122,40,2162,0,2162,0,2162,0,2122,40,2162,0,0,2162,2155,7,2162,0,2106,56,2162,0,2158,4,2158,4,2037,125,2161,1,2160,2,2154,8,2150,12,2160,2,2162,0,2162,0,2161,1,2161,1,2162,0,2155,7,2159,3,2162,0,2159,3,2161,1,2162,0,2147,15,2162,0,2157,5,2162,0
phenolic compound,anthraquinone,w/o,246045,243316,2729,245185,860,240145,5900,243325,2720,229252,16793,232340,13705,245973,72,243985,2060,243527,2518,245966,79,244129,1916,245976,69,239404,6641,241100,4945,244981,1064,226509,19536,242756,3289,245343,702,243256,2789,232762,13283,245894,151,244749,1296,244708,1337,234017,12028,245775,270,243890,2155,246045,0,245261,784,203706,42339,246043,2,243564,2481,243296,2749,191390,54655,243576,2469,245172,873,240836,5209,235358,10687,244253,1792,245727,318,245926,119,238995,7050,244598,1447,245067,978,228006,18039,242589,3456,245881,164,245268,777,245967,78,246042,3,240490,5555,245855,190,235231,10814,240366,5679
phenolic compound,anthraquinone,w/,4037,4016,21,4037,0,4027,10,4031,6,4011,26,4013,24,4036,1,4019,18,4035,2,4037,0,4035,2,4037,0,4026,11,4026,11,4037,0,4026,11,4027,10,4033,4,4032,5,4015,22,4036,1,4036,1,4036,1,4000,37,4035,2,4030,7,0,4037,4037,0,3125,912,4037,0,4029,8,3920,117,3454,583,4027,10,4033,4,3983,54,3199,838,3973,64,4037,0,4036,1,4029,8,4037,0,4034,3,3973,64,4026,11,4035,2,4035,2,4037,0,4037,0,4016,21,4034,3,4007,30,3915,122
phenolic compound,biflavonoids,w/o,249298,246548,2750,248438,860,243390,5908,246573,2725,232485,16813,235571,13727,249225,73,247220,2078,246778,2520,249219,79,247380,1918,249229,69,242647,6651,244342,4956,248236,1062,229753,19545,245999,3299,248592,706,246504,2794,235993,13305,249146,152,248001,1297,247960,1338,237234,12064,249026,272,247136,2162,245261,4037,249298,0,206290,43008,249296,2,246813,2485,246432,2866,194186,55112,246822,2476,248422,876,244044,5254,237803,11495,247455,1843,248980,318,249178,120,242242,7056,247851,1447,248317,981,231198,18100,245834,3464,249132,166,248519,779,249220,78,249295,3,243722,5576,249105,193,238461,10837,243501,5797
phenolic compound,biflavonoids,w/,784,784,0,784,0,782,2,783,1,778,6,782,2,784,0,784,0,784,0,784,0,784,0,784,0,783,1,784,0,782,2,782,2,784,0,784,0,784,0,784,0,784,0,784,0,784,0,783,1,784,0,784,0,784,0,0,784,541,243,784,0,780,4,784,0,658,126,781,3,783,1,775,9,754,30,771,13,784,0,784,0,782,2,784,0,784,0,781,3,781,3,784,0,784,0,784,0,784,0,784,0,784,0,777,7,780,4
phenolic compound,flavonoids,w/o,206831,204134,2697,205977,854,200974,5857,204116,2715,190258,16573,193273,13558,206758,73,204784,2047,204319,2512,206753,78,204921,1910,206762,69,200313,6518,201935,4896,205787,1044,187470,19361,203575,3256,206147,684,204055,2776,193583,13248,206684,147,205559,1272,205506,1325,194903,11928,206566,265,204725,2106,203706,3125,206290,541,206831,0,206829,2,204517,2314,204021,2810,167237,39594,205308,1523,206176,655,201968,4863,202350,4481,205150,1681,206524,307,206711,120,199791,7040,205389,1442,205853,978,189000,17831,203552,3279,206668,163,206100,731,206761,70,206829,2,201625,5206,206641,190,197145,9686,201794,5037
phenolic compound,flavonoids,w/,43251,43198,53,43245,6,43198,53,43240,11,43005,246,43080,171,43251,0,43220,31,43243,8,43250,1,43243,8,43251,0,43117,134,43191,60,43231,20,43065,186,43208,43,43229,22,43233,18,43194,57,43246,5,43226,25,43238,13,43114,137,43244,7,43195,56,42339,912,43008,243,0,43251,43251,0,43076,175,43195,56,27607,15644,42295,956,43029,222,42851,400,36207,7044,43076,175,43240,11,43251,0,43233,18,43246,5,43248,3,42979,272,43063,188,43248,3,43203,48,43243,8,43250,1,42881,370,43248,3,42093,1158,42487,764
phenolic compound,isoflavanoids,w/o,250080,247330,2750,249220,860,244170,5910,247354,2726,233261,16819,236351,13729,250007,73,248002,2078,247560,2520,250001,79,248162,1918,250011,69,243428,6652,245124,4956,249016,1064,230533,19547,246781,3299,249374,706,247286,2794,236775,13305,249928,152,248783,1297,248742,1338,238015,12065,249808,272,247918,2162,246043,4037,249296,784,206829,43251,250080,0,247591,2489,247214,2866,194842,55238,247601,2479,249203,877,244817,5263,238555,11525,248224,1856,249762,318,249960,120,243022,7058,248633,1447,249099,981,231977,18103,246613,3467,249914,166,249301,779,250002,78,250077,3,244504,5576,249887,193,239236,10844,244279,5801
phenolic compound,isoflavanoids,w/,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
phenolic compound,lignans,w/o,247593,244847,2746,246733,860,241688,5905,244868,2725,230792,16801,233872,13721,247520,73,245519,2074,245077,2516,247514,79,245678,1915,247524,69,240945,6648,242639,4954,246529,1064,228051,19542,244297,3296,246887,706,244801,2792,234298,13295,247441,152,246296,1297,246255,1338,235543,12050,247321,272,245435,2158,243564,4029,246813,780,204517,43076,247591,2,247593,0,244733,2860,192553,55040,245140,2453,246750,843,242352,5241,236086,11507,245740,1853,247275,318,247473,120,240539,7054,246146,1447,246612,981,229495,18098,244147,3446,247427,166,246820,773,247517,76,247590,3,242063,5530,247400,193,236764,10829,241838,5755
phenolic compound,lignans,w/,2489,2485,4,2489,0,2484,5,2488,1,2471,18,2481,8,2489,0,2485,4,2485,4,2489,0,2486,3,2489,0,2485,4,2487,2,2489,0,2484,5,2486,3,2489,0,2487,2,2479,10,2489,0,2489,0,2489,0,2474,15,2489,0,2485,4,2481,8,2485,4,2314,175,2489,0,0,2489,2483,6,2291,198,2463,26,2455,34,2467,22,2471,18,2486,3,2489,0,2489,0,2485,4,2489,0,2489,0,2484,5,2468,21,2489,0,2483,6,2487,2,2489,0,2443,46,2489,0,2474,15,2443,46
phenolic compound,naphthoquinone,w/o,247216,244481,2735,246356,860,241313,5903,244491,2725,230467,16749,233517,13699,247143,73,245143,2073,244709,2507,247137,79,245305,1911,247147,69,240576,6640,242267,4949,246155,1061,227698,19518,243926,3290,246513,703,244431,2785,233938,13278,247064,152,245926,1290,245881,1335,235176,12040,246945,271,245058,2158,243296,3920,246432,784,204021,43195,247214,2,244733,2483,247216,0,192044,55172,244741,2475,246344,872,241961,5255,235708,11508,245374,1842,246898,318,247099,117,240171,7045,245772,1444,246236,980,229144,18072,243761,3455,247051,165,246438,778,247138,78,247213,3,241657,5559,247024,192,236378,10838,241435,5781
phenolic compound,naphthoquinone,w/,2866,2851,15,2866,0,2859,7,2865,1,2796,70,2836,30,2866,0,2861,5,2853,13,2866,0,2859,7,2866,0,2854,12,2859,7,2863,3,2837,29,2857,9,2863,3,2857,9,2839,27,2866,0,2859,7,2863,3,2841,25,2865,1,2862,4,2749,117,2866,0,2810,56,2866,0,2860,6,0,2866,2800,66,2862,4,2861,5,2858,8,2849,17,2852,14,2866,0,2863,3,2853,13,2863,3,2865,1,2835,31,2854,12,2865,1,2865,1,2866,0,2866,0,2849,17,2865,1,2860,6,2846,20
phenolic compound,phenol,w/o,194844,192189,2655,194018,826,188988,5856,192134,2710,178283,16561,181474,13370,194771,73,192810,2034,192368,2476,194766,78,192980,1864,194776,68,188291,6553,189974,4870,193810,1034,175689,19155,191591,3253,194147,697,192099,2745,181704,13140,194697,147,193576,1268,193523,1321,183052,11792,194578,266,192807,2037,191390,3454,194186,658,167237,27607,194842,2,192553,2291,192044,2800,194844,0,193600,1244,194164,680,190044,4800,187677,7167,193111,1733,194531,313,194726,118,187813,7031,193411,1433,193882,962,177034,17810,191534,3310,194682,162,194123,721,194776,68,194841,3,189540,5304,194654,190,185326,9518,189465,5379
phenolic compound,phenol,w/,55238,55143,95,55204,34,55184,54,55222,16,54980,258,54879,359,55238,0,55194,44,55194,44,55237,1,55184,54,55237,1,55139,99,55152,86,55208,30,54846,392,55192,46,55229,9,55189,49,55073,165,55233,5,55209,29,55221,17,54965,273,55232,6,55113,125,54655,583,55112,126,39594,15644,55238,0,55040,198,55172,66,0,55238,54003,1235,55041,197,54775,463,50880,4358,55115,123,55233,5,55236,2,55211,27,55224,14,55219,19,54945,293,55081,157,55234,4,55180,58,55228,10,55238,0,54966,272,55235,3,53912,1326,54816,422
phenolic compound,phenolic acid,w/o,247603,244854,2749,246745,858,241694,5909,244877,2726,230787,16816,233880,13723,247530,73,245527,2076,245083,2520,247524,79,245685,1918,247534,69,240952,6651,242652,4951,246541,1062,228059,19544,244304,3299,246898,705,244811,2792,234299,13304,247451,152,246310,1293,246265,1338,235540,12063,247332,271,245442,2161,243576,4027,246822,781,205308,42295,247601,2,245140,2463,244741,2862,193600,54003,247603,0,246755,848,242381,5222,236188,11415,245751,1852,247287,316,247483,120,240545,7058,246156,1447,246622,981,229501,18102,244145,3458,247437,166,246825,778,247525,78,247600,3,242038,5565,247410,193,236847,10756,241819,5784
phenolic compound,phenolic acid,w/,2479,2478,1,2477,2,2478,1,2479,0,2476,3,2473,6,2479,0,2477,2,2479,0,2479,0,2479,0,2479,0,2478,1,2474,5,2477,2,2476,3,2479,0,2478,1,2477,2,2478,1,2479,0,2475,4,2479,0,2477,2,2478,1,2478,1,2469,10,2476,3,1523,956,2479,0,2453,26,2475,4,1244,1235,0,2479,2450,29,2438,41,2369,110,2475,4,2477,2,2479,0,2479,0,2479,0,2479,0,2478,1,2470,9,2479,0,2478,1,2479,0,2479,0,2468,11,2479,0,2391,88,2462,17
phenolic compound,phenylpropanoid,w/o,249205,246455,2750,248346,859,243295,5910,246480,2725,232386,16819,235480,13725,249132,73,247128,2077,246685,2520,249126,79,247287,1918,249136,69,242553,6652,244250,4955,248141,1064,229658,19547,245907,3298,248500,705,246412,2793,235902,13303,249054,151,247909,1296,247867,1338,237141,12064,248934,271,247045,2160,245172,4033,248422,783,206176,43029,249203,2,246750,2455,246344,2861,194164,55041,246755,2450,249205,0,243950,5255,237694,11511,247354,1851,248888,317,249085,120,242150,7055,247758,1447,248224,981,231106,18099,245748,3457,249040,165,248434,771,249127,78,249202,3,243671,5534,249012,193,238376,10829,243420,5785
